,,,,,generation,run1,run2,run2,run3,run3,run1,run1,run2,run2,run3,run3
64,0.071868403,0.064431874,71,0.593684028,64,0.078304373,0.071915739,0.075640822,0.070203209,0.072047718,71,61,70,66,72,65
65,0.074264746,0.06420744,67,0.610294519,65,0.078304373,0.07316351,0.075640822,0.069585989,0.072047718,67,61,76,66,67,65
66,0.071234519,0.06471904,67,0.57999225,66,0.078304373,0.073360811,0.075640822,0.070251488,0.072047718,67,61,72,66,71,65
67,0.07160625,0.064691033,59,0.5660625,67,0.078304373,0.074843769,0.075640822,0.071569123,0.072047718,59,59,78,66,68,65
68,0.072747965,0.064598796,66,0.59315129,68,0.078304373,0.072587401,0.075640822,0.07018159,0.072047718,66,59,80,66,76,65
69,0.074357341,0.065415006,63,0.602948413,69,0.078304373,0.072342822,0.075640822,0.071313171,0.072047718,63,59,70,66,68,65
70,0.073898237,0.065589408,64,0.600520833,70,0.078304373,0.075729593,0.075729593,0.072148963,0.072148963,64,59,65,65,65,65
71,0.07236434,0.065026247,65,0.587279762,71,0.078304373,0.077629018,0.077629018,0.071600918,0.072148963,65,59,71,65,69,65
72,0.071327082,0.064495039,66,0.57894246,72,0.078304373,0.074037548,0.077629018,0.070678125,0.072148963,66,59,66,65,63,63
73,0.074030853,0.065394885,63,0.599683532,73,0.078304373,0.075518988,0.077629018,0.07424127,0.07424127,63,59,70,65,63,63
74,0.072857093,0.064642088,69,0.599999504,74,0.078304373,0.075518988,0.077629018,0.069746129,0.07424127,69,59,70,65,66,63
75,0.073364162,0.064756055,69,0.605070188,75,0.078304373,0.077069744,0.077629018,0.069799504,0.07424127,69,59,67,65,62,62
76,0.073129763,0.065130331,68,0.600862847,76,0.078304373,0.075725694,0.077629018,0.071423923,0.07424127,68,59,63,63,70,62
77,0.07295166,0.065167716,64,0.59105506,77,0.078304373,0.07583419,0.077629018,0.070211038,0.07424127,64,59,68,63,67,62
78,0.071517316,0.064853599,65,0.578809524,78,0.078304373,0.075789236,0.077629018,0.07082996,0.07424127,65,59,63,63,69,62
79,0.072097655,0.065278733,66,0.586648189,79,0.078304373,0.07559335,0.077629018,0.070737129,0.07424127,66,59,73,63,67,62
80,0.07499097,0.064834653,64,0.611448165,80,0.078304373,0.075306967,0.077629018,0.0741416,0.07424127,64,59,64,63,61,61
81,0.074290881,0.065053168,61,0.59774752,81,0.078304373,0.078685317,0.078685317,0.072661756,0.07424127,61,59,63,63,69,61
82,0.07410201,0.065008208,68,0.610585317,82,0.078304373,0.077207147,0.078685317,0.073442063,0.07424127,68,59,65,63,63,61
83,0.074497272,0.065992288,62,0.602115575,83,0.078304373,0.077165481,0.078685317,0.070726809,0.07424127,62,59,65,63,64,61
84,0.071303601,0.064677388,65,0.576672371,84,0.078304373,0.076354601,0.078685317,0.072313365,0.07424127,65,59,71,63,72,61
85,0.074181767,0.06560222,58,0.589275298,85,0.078304373,0.07750077,0.078685317,0.073996875,0.07424127,58,58,67,63,69,61
86,0.076781529,0.06562522,52,0.598003968,86,0.078304373,0.078114819,0.078685317,0.071199803,0.07424127,52,52,62,62,68,61
87,0.073372113,0.065527649,56,0.575826389,87,0.078304373,0.076803844,0.078685317,0.071173634,0.07424127,56,52,63,62,64,61
88,0.072558852,0.0656759,64,0.587126984,88,0.078304373,0.076900445,0.078685317,0.072617784,0.07424127,64,52,64,62,68,61
89,0.076796706,0.066553756,65,0.631603423,89,0.078304373,0.075791567,0.078685317,0.072040783,0.07424127,65,52,62,62,73,61
90,0.078993056,0.06680241,53,0.623263889,90,0.078993056,0.076854836,0.078685317,0.073993424,0.07424127,53,52,69,62,58,58
91,0.074016541,0.066867993,64,0.601703869,91,0.078993056,0.07880743,0.07880743,0.074700839,0.074700839,64,52,56,56,58,58
92,0.076836678,0.067436123,58,0.615824405,92,0.078993056,0.079709433,0.079709433,0.075971108,0.075971108,58,52,58,56,67,58
93,0.076478671,0.068482883,55,0.604072421,93,0.078993056,0.080461599,0.080461599,0.076073364,0.076073364,55,52,65,56,68,58
94,0.079636657,0.06925645,53,0.629699901,94,0.079636657,0.077747371,0.080461599,0.074587576,0.076073364,53,52,69,56,67,58
95,0.079711489,0.069100119,52,0.627303571,95,0.079711489,0.078037873,0.080461599,0.076297152,0.076297152,52,52,68,56,57,57
96,0.078553274,0.070118654,55,0.624818452,96,0.079711489,0.078952205,0.080461599,0.076297152,0.076297152,55,52,64,56,57,57
97,0.080298516,0.070234765,51,0.629908234,97,0.080298516,0.07924479,0.080461599,0.076002154,0.076297152,51,51,66,56,58,57
98,0.079581033,0.070196249,52,0.625999008,98,0.080298516,0.082441923,0.082441923,0.075149823,0.076297152,52,51,61,56,58,57
99,0.078058387,0.070623355,51,0.607506944,99,0.080298516,0.079653573,0.082441923,0.07599893,0.076297152,51,51,67,56,58,57
100,0.07820408,0.070572067,59,0.632040799,100,0.080298516,0.079488484,0.082441923,0.077089464,0.077089464,59,51,65,56,57,57
101,0.079423437,0.070758584,53,0.627567708,101,0.080298516,0.079043981,0.082441923,0.077533825,0.077533825,53,51,61,56,54,54
102,0.078542202,0.071246994,56,0.627527282,102,0.080298516,0.0773,0.082441923,0.075627406,0.077533825,56,51,71,56,59,54
103,0.078983333,0.071566624,55,0.629119048,103,0.080298516,0.076805233,0.082441923,0.075989633,0.077533825,55,51,71,56,62,54
104,0.082507469,0.071440958,51,0.651997768,104,0.082507469,0.07955682,0.082441923,0.076608358,0.077533825,51,51,62,56,63,54
105,0.080150583,0.071005337,53,0.634839162,105,0.082507469,0.07914944,0.082441923,0.076969351,0.077533825,53,51,66,56,60,54
106,0.080153441,0.071690036,52,0.63172309,106,0.082507469,0.076926469,0.082441923,0.076155812,0.077533825,52,51,60,56,61,54
107,0.078304167,0.071707541,53,0.616375,107,0.082507469,0.076604413,0.082441923,0.078465842,0.078465842,53,51,66,56,60,54
108,0.081724061,0.072334,51,0.64416369,108,0.082507469,0.075952021,0.082441923,0.077780644,0.078465842,51,51,69,56,56,54
109,0.081081039,0.072148687,53,0.644143725,109,0.082507469,0.080966795,0.082441923,0.081188041,0.081188041,53,51,65,56,54,54
110,0.081081039,0.07242865,53,0.644143725,110,0.082507469,0.0781506,0.082441923,0.078852364,0.081188041,53,51,65,56,54,54
111,0.079802211,0.071627619,51,0.624945188,111,0.082507469,0.078087154,0.082441923,0.081018655,0.081188041,51,51,67,56,51,51
112,0.078133759,0.071357198,51,0.608260665,112,0.082507469,0.078327635,0.082441923,0.077285094,0.081188041,51,51,60,56,55,51
113,0.080089019,0.071369254,52,0.631078869,113,0.082507469,0.076595635,0.082441923,0.077897995,0.081188041,52,51,59,56,57,51
114,0.079952517,0.07112221,49,0.619525174,114,0.082507469,0.078574882,0.082441923,0.077646162,0.081188041,49,49,60,56,60,51
115,0.078134028,0.070715039,53,0.614673611,115,0.082507469,0.079509206,0.082441923,0.075225072,0.081188041,53,49,57,56,64,51
116,0.078817336,0.071179116,53,0.621506696,116,0.082507469,0.078648562,0.082441923,0.075380239,0.081188041,53,49,59,56,60,51
117,0.080905137,0.071028756,46,0.617562004,117,0.082507469,0.078223444,0.082441923,0.077746433,0.081188041,46,46,60,56,65,51
118,0.080136008,0.071908022,58,0.648817708,118,0.082507469,0.07823243,0.082441923,0.076700008,0.081188041,58,46,56,56,61,51
119,0.083002881,0.072026646,51,0.656951885,119,0.083002881,0.083538294,0.083538294,0.077137574,0.081188041,51,46,55,55,63,51
120,0.081887698,0.07291404,53,0.652210317,120,0.083002881,0.078217479,0.083538294,0.075956616,0.081188041,53,46,62,55,60,51
121,0.082773371,0.072770508,54,0.664097346,121,0.083002881,0.078580884,0.083538294,0.077784514,0.081188041,54,46,60,55,58,51
122,0.083705872,0.073465461,52,0.667247396,122,0.083705872,0.078863889,0.083538294,0.075354999,0.081188041,52,46,63,55,56,51
123,0.080542479,0.073842528,55,0.644710503,123,0.083705872,0.079176389,0.083538294,0.077560851,0.081188041,55,46,63,55,62,51
124,0.08291695,0.073567536,48,0.645496032,124,0.083705872,0.078838591,0.083538294,0.077003007,0.081188041,48,46,59,55,60,51
125,0.083317808,0.073751388,47,0.645678075,125,0.083705872,0.082200721,0.083538294,0.076660189,0.081188041,47,46,56,55,61,51
126,0.081660257,0.074348166,45,0.620950397,126,0.083705872,0.080858651,0.083538294,0.079338686,0.081188041,45,45,54,54,54,51
127,0.082134725,0.07466527,46,0.629857887,127,0.083705872,0.082267336,0.083538294,0.081481448,0.081481448,46,45,59,54,53,51
128,0.084228745,0.075074402,47,0.65478745,128,0.084228745,0.082678819,0.083538294,0.078778801,0.081481448,47,45,55,54,60,51
129,0.085792956,0.074463943,44,0.657929563,129,0.085792956,0.08614016,0.08614016,0.075453307,0.081481448,44,44,52,52,61,51
130,0.081409602,0.07387325,57,0.658923611,130,0.085792956,0.08484071,0.08614016,0.077944599,0.081481448,57,44,48,48,60,51
131,0.082567776,0.074387876,52,0.655866443,131,0.085792956,0.082479812,0.08614016,0.076403579,0.081481448,52,44,53,48,66,51
132,0.082258857,0.074193249,46,0.631099206,132,0.085792956,0.082756909,0.08614016,0.077430345,0.081481448,46,44,56,48,62,51
133,0.081581136,0.074124188,50,0.639340774,133,0.085792956,0.083371087,0.08614016,0.077848592,0.081481448,50,44,52,48,60,51
134,0.084766295,0.073916706,53,0.68099628,134,0.085792956,0.084928526,0.08614016,0.078193432,0.081481448,53,44,51,48,57,51
135,0.085880872,0.074231693,47,0.671308718,135,0.085880872,0.085644444,0.08614016,0.075598123,0.081481448,47,44,47,47,61,51
136,0.082654921,0.073985614,48,0.642875744,136,0.085880872,0.082406975,0.08614016,0.08002753,0.081481448,48,44,52,47,55,51
137,0.082781289,0.07494867,45,0.632160714,137,0.085880872,0.0837984,0.08614016,0.07617016,0.081481448,45,44,53,47,58,51
138,0.083022994,0.075120554,46,0.638740575,138,0.085880872,0.084468254,0.08614016,0.080615189,0.081481448,46,44,49,47,50,50
139,0.081939743,0.074696537,48,0.635723958,139,0.085880872,0.085242063,0.08614016,0.078617117,0.081481448,48,44,49,47,51,50
140,0.083309265,0.075003682,45,0.637440476,140,0.085880872,0.083421234,0.08614016,0.078644302,0.081481448,45,44,51,47,52,50
141,0.08991302,0.075461727,42,0.689827877,141,0.08991302,0.084659662,0.08614016,0.0784724,0.081481448,42,42,45,45,57,50
142,0.086556822,0.076038368,45,0.669916047,142,0.08991302,0.082366716,0.08614016,0.077854782,0.081481448,45,42,59,45,54,50
143,0.086031378,0.0760188,40,0.640801587,143,0.08991302,0.084138988,0.08614016,0.081407891,0.081481448,40,40,53,45,51,50
144,0.085873437,0.075910476,42,0.649432044,144,0.08991302,0.08560822,0.08614016,0.080004067,0.081481448,42,40,48,45,53,50
145,0.085964683,0.076171316,44,0.659646825,145,0.08991302,0.084897444,0.08614016,0.080095616,0.081481448,44,40,48,45,52,50
146,0.084441748,0.07608524,43,0.639872024,146,0.08991302,0.091148239,0.091148239,0.082541964,0.082541964,43,40,42,42,49,49
147,0.083736582,0.076530607,42,0.628063492,147,0.08991302,0.08891393,0.091148239,0.081040079,0.082541964,42,40,51,42,53,49
148,0.087622197,0.076000359,42,0.666919643,148,0.08991302,0.087555208,0.091148239,0.079843479,0.082541964,42,40,49,42,56,49
149,0.084482327,0.07657253,50,0.668352679,149,0.08991302,0.086589507,0.091148239,0.080188775,0.082541964,50,40,48,42,50,49
150,0.086676031,0.076502799,45,0.671108135,150,0.08991302,0.086691146,0.091148239,0.079609974,0.082541964,45,40,47,42,51,49
151,0.087563294,0.076355533,41,0.661347222,151,0.08991302,0.086887775,0.091148239,0.082114484,0.082541964,41,40,46,42,53,49
152,0.086519774,0.076076316,43,0.660652282,152,0.08991302,0.088624617,0.091148239,0.081373625,0.082541964,43,40,45,42,45,45
153,0.086134159,0.076447014,43,0.656796131,153,0.08991302,0.087130489,0.091148239,0.079071716,0.082541964,43,40,45,42,56,45
154,0.084492956,0.076245037,47,0.657429563,154,0.08991302,0.08668643,0.091148239,0.080511142,0.082541964,47,40,46,42,52,45
155,0.082187932,0.075725118,50,0.64540873,155,0.08991302,0.088740278,0.091148239,0.081152515,0.082541964,50,40,49,42,50,45
156,0.085041893,0.075340748,46,0.658929563,156,0.08991302,0.089113511,0.091148239,0.080838145,0.082541964,46,40,47,42,53,45
157,0.084479117,0.076103431,47,0.657291171,157,0.08991302,0.087532048,0.091148239,0.080174405,0.082541964,47,40,40,40,49,45
158,0.08262381,0.075713893,47,0.638738095,158,0.08991302,0.089095195,0.091148239,0.082000119,0.082541964,47,40,43,40,54,45
159,0.08262381,0.075420341,47,0.638738095,159,0.08991302,0.089952598,0.091148239,0.083437054,0.083437054,47,40,44,40,47,45
160,0.083271357,0.075557373,46,0.641224206,160,0.08991302,0.089758266,0.091148239,0.083352579,0.083437054,46,40,43,40,47,45
161,0.083162103,0.075283545,44,0.631621032,161,0.08991302,0.088544125,0.091148239,0.083092896,0.083437054,44,40,46,40,45,45
162,0.083924242,0.07610753,48,0.655568948,162,0.08991302,0.087992669,0.091148239,0.08526379,0.08526379,48,40,48,40,44,44
163,0.083047222,0.075435616,41,0.616186508,163,0.08991302,0.089134028,0.091148239,0.082736062,0.08526379,41,40,44,40,47,44
164,0.085289782,0.075987202,41,0.638612103,164,0.08991302,0.088845833,0.091148239,0.083706647,0.08526379,41,40,44,40,47,44
165,0.082880605,0.074819891,49,0.648806052,165,0.08991302,0.0901656,0.091148239,0.083492202,0.08526379,49,40,42,40,45,44
166,0.083778819,0.074325311,44,0.637788194,166,0.08991302,0.089137478,0.091148239,0.085422261,0.085422261,44,40,46,40,45,44
167,0.082161462,0.074184725,51,0.648537698,167,0.08991302,0.092689349,0.092689349,0.083885441,0.085422261,51,40,45,40,44,44
168,0.082936287,0.074231359,46,0.637873512,168,0.08991302,0.089534057,0.092689349,0.082515801,0.085422261,46,40,40,40,46,44
169,0.081648787,0.073542333,46,0.624998512,169,0.08991302,0.09245857,0.092689349,0.082196776,0.085422261,46,40,38,38,53,44
170,0.081011883,0.072887287,46,0.618629464,170,0.08991302,0.091154067,0.092689349,0.087481076,0.087481076,46,40,39,38,42,42
171,0.081579241,0.073347272,47,0.628292411,171,0.08991302,0.095768849,0.095768849,0.08417263,0.087481076,47,40,35,35,48,42
172,0.081822357,0.073046603,48,0.634550099,172,0.08991302,0.091542063,0.095768849,0.083242063,0.087481076,48,40,41,35,49,42
173,0.080001835,0.072622785,47,0.612518353,173,0.08991302,0.089701115,0.095768849,0.083333733,0.087481076,47,40,42,35,46,42
174,0.082971878,0.072897538,46,0.638229415,174,0.08991302,0.090150435,0.095768849,0.087408581,0.087481076,46,40,38,35,49,42
175,0.080637376,0.072365055,49,0.62637376,175,0.08991302,0.091751016,0.095768849,0.083944761,0.087481076,49,40,42,35,47,42
176,0.080634959,0.072022479,45,0.610697421,176,0.08991302,0.092187132,0.095768849,0.084433138,0.087481076,45,40,40,35,46,42
177,0.0812276,0.071632216,54,0.648639633,177,0.08991302,0.094105991,0.095768849,0.085673834,0.087481076,54,40,38,35,44,42
178,0.080818186,0.071990395,52,0.638370536,178,0.08991302,0.090044121,0.095768849,0.085122495,0.087481076,52,40,42,35,47,42
179,0.078958815,0.072335911,48,0.605914683,179,0.08991302,0.091532217,0.095768849,0.084729501,0.087481076,48,40,42,35,44,42
180,0.08061317,0.072521686,47,0.618631696,180,0.08991302,0.089435094,0.095768849,0.08647247,0.087481076,47,40,42,35,44,42
181,0.081055035,0.072627717,47,0.623050347,181,0.08991302,0.094535813,0.095768849,0.086561558,0.087481076,47,40,34,34,44,42
182,0.084496606,0.073226696,40,0.625453869,182,0.08991302,0.093234375,0.095768849,0.085866557,0.087481076,40,40,39,34,45,42
183,0.082126736,0.074501357,41,0.606981647,183,0.08991302,0.089974008,0.095768849,0.084993264,0.087481076,41,40,41,34,50,42
184,0.085682479,0.074492258,45,0.661172619,184,0.08991302,0.094051383,0.095768849,0.087530258,0.087530258,45,40,36,34,47,42
185,0.081611001,0.074495239,45,0.620457837,185,0.08991302,0.090268328,0.095768849,0.088408903,0.088408903,45,40,42,34,42,42
186,0.083348253,0.074685432,45,0.637830357,186,0.08991302,0.094243536,0.095768849,0.093683545,0.093683545,45,40,37,34,38,38
187,0.083905035,0.074872706,39,0.614050347,187,0.08991302,0.091338521,0.095768849,0.089782174,0.093683545,39,39,40,34,43,38
188,0.084517446,0.074687254,48,0.661500992,188,0.08991302,0.091820387,0.095768849,0.09099995,0.093683545,48,39,44,34,44,38
189,0.081280233,0.074143477,49,0.632802331,189,0.08991302,0.092123983,0.095768849,0.089171354,0.093683545,49,39,41,34,39,38
190,0.080583617,0.073237463,48,0.622162698,190,0.08991302,0.093257866,0.095768849,0.089984517,0.093683545,48,39,40,34,42,38
191,0.084916617,0.073738934,44,0.649166171,191,0.08991302,0.092473442,0.095768849,0.089715679,0.093683545,44,39,40,34,40,38
192,0.08235737,0.074311691,51,0.650496776,192,0.08991302,0.097292635,0.097292635,0.089853454,0.093683545,51,39,38,34,43,38
193,0.082448413,0.074336049,49,0.644484127,193,0.08991302,0.095304597,0.097292635,0.090532837,0.093683545,49,39,37,34,44,38
194,0.081700946,0.074556536,51,0.64393254,194,0.08991302,0.092413839,0.097292635,0.092818719,0.093683545,51,39,42,34,36,36
195,0.085485541,0.074887837,47,0.667355407,195,0.08991302,0.097318521,0.097318521,0.090775893,0.093683545,47,39,36,34,41,36
196,0.083595199,0.075019703,48,0.652278522,196,0.08991302,0.09253006,0.097318521,0.09208773,0.093683545,48,39,35,34,43,36
197,0.083591865,0.075251105,47,0.648418651,197,0.08991302,0.093614758,0.097318521,0.094456929,0.094456929,47,39,38,34,37,36
198,0.082994596,0.074845306,46,0.638456597,198,0.08991302,0.09467616,0.097318521,0.093297197,0.094456929,46,39,36,34,42,36
199,0.083346305,0.074823647,49,0.653463046,199,0.08991302,0.092437773,0.097318521,0.093057276,0.094456929,49,39,39,34,37,36
200,0.086132121,0.074597795,46,0.669831845,200,0.08991302,0.093545809,0.097318521,0.09320744,0.094456929,46,39,35,34,35,35
201,0.087621478,0.075684039,41,0.661929067,201,0.08991302,0.095365352,0.097318521,0.092458234,0.094456929,41,39,35,34,41,35
202,0.085382068,0.07650287,42,0.644518353,202,0.08991302,0.093791209,0.097318521,0.092724434,0.094456929,42,39,38,34,40,35
203,0.08651875,0.076779379,41,0.650901786,203,0.08991302,0.097797024,0.097797024,0.092405729,0.094456929,41,39,31,31,39,35
204,0.087638524,0.077948514,43,0.671839782,204,0.08991302,0.09716032,0.097797024,0.09248729,0.094456929,43,39,33,31,38,35
205,0.086849802,0.078440029,35,0.618498016,205,0.08991302,0.096315079,0.097797024,0.090780587,0.094456929,35,35,35,31,43,35
206,0.088652059,0.078181763,38,0.655751364,206,0.08991302,0.097084409,0.097797024,0.090975794,0.094456929,38,35,37,31,39,35
207,0.09014109,0.078271665,47,0.7139109,207,0.09014109,0.094608417,0.097797024,0.091600187,0.094456929,47,35,37,31,38,35
208,0.090700218,0.077831035,43,0.702456721,208,0.090700218,0.092572024,0.097797024,0.097633516,0.097633516,43,35,39,31,32,32
209,0.090290153,0.077944862,42,0.693599206,209,0.090700218,0.092020946,0.097797024,0.090385322,0.097633516,42,35,38,31,40,32
210,0.085008456,0.077202154,48,0.666411086,210,0.090700218,0.093795734,0.097797024,0.097926959,0.097926959,48,35,39,31,34,32
